_id,application_date,completed_date,description,issued_date,permit_num,permit_type,postal,revision_num,status,street_direction,street_name,street_num,street_type,structure_type,green_tech,green_roof_area,green_roof_variation_area,heater_work,address,location,latitude,longitude
7381,2009-05-07,2010-10-05,installation of solar hot water heating (supplemantary) system complete with dual panel (5m2) solar collector on roof projecting 1.2m above roof line.  ,2009-05-11,09 135007,Small Residential Projects,M4K,0,Closed, ,GRANDVIEW,4,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"4 GRANDVIEW AVE   Toronto, Canada","4, Grandview Avenue, Greektown, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 1E8, Canada",43.673487,-79.35090253
7382,2009-05-07,,Installation of a roof top solar water heating system with connection to potable water heating system ,2009-05-11,09 135023,Small Residential Projects,M4M,0,Inspection, ,JONES,81,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"81 JONES AVE   Toronto, Canada","81, Jones Avenue, Leslieville, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1L4, Canada",43.6646369,-79.33344924
7383,2009-05-11,2011-01-14,Proposal to install a dual collector solar panel on the roof of existing SFD.  South Elevation.,2009-05-20,09 136204,Small Residential Projects,M4J,0,Closed, ,BOULTBEE,114,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"114 BOULTBEE AVE   Toronto, Canada","114, Boultbee Avenue, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 3G4, Canada",43.6739258,-79.3341811
7384,2009-06-11,2010-03-03,Permit for installation of 2 solar collectors (certified model number 09-148270-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2009-08-17,09 148320,Small Residential Projects,M4M,0,Closed,E,GERRARD,899,ST,Converted House,Solar Water Heater,,,Solar Domestic Hot Water (Res),"899 GERRARD ST E Toronto, Canada","899, Gerrard Street East, Toronto—Danforth, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1Z2, Canada",43.66742791,-79.34169671
7385,2009-06-11,,Permit for installation of 2 solar collectors for solar hot water heating system. (09 148268 CE)Refer to related plumbing application for connection to potable water heating system. ,2009-08-17,09 148341,Small Residential Projects,M4M,0,Permit Issued, ,LOGAN,201,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"201 LOGAN AVE   Toronto, Canada","201, Logan Avenue, Toronto—Danforth, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1J3, Canada",43.65919829,-79.34175352
7386,2009-06-11,2011-02-15,Permit for installation of 2 solar collectors (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2009-08-17,09 148351,Small Residential Projects,M4K,0,Cancelled, ,BROWNING,5,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"5 BROWNING AVE   Toronto, Canada","5, Browning Avenue, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 2R6, Canada",43.68097152,-79.35725672
7387,2009-06-19,2010-07-14,Permit for installation of 2 solar collectors on roof of existing building for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2010-02-03,09 152120,Small Residential Projects,M4M,0,Closed, ,LESLIE,271,ST,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"271 LESLIE ST   Toronto, Canada","271, Leslie Street, East End, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 3C9, Canada",43.6685332,-79.3323709
7388,2009-08-04,,"Installation of 2 solar collectors in the rear yard (accessory building) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.
",2009-11-18,09 153159,Small Residential Projects,M4M,0,Inspection, ,BRIGHTON,11,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"11 BRIGHTON AVE   Toronto, Canada","11, Brighton Avenue, Leslieville, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2S1, Canada",43.66393905,-79.33775488
7389,2009-08-04,,"Permit for installation of 2 solar collectors (certified model number 09-148269-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.
",2009-08-17,09 153172,Small Residential Projects,M9B,0,Permit Issued, ,GREENFIELD,69,DR,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"69 GREENFIELD DR   Toronto, Canada","69, Greenfield Drive, Cloverdale, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9B 1M5, Canada",43.637074,-79.55060048
7390,2009-08-04,2017-11-17,Permit for installation of 2 solar collectors (certified model number 09-148269-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2009-08-17,09 153185,Small Residential Projects,M4L,0,Cancelled, ,SANDFORD,11,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"11 SANDFORD AVE   Toronto, Canada",,,
7391,2009-08-04,2010-10-05,Permit for installation of 2 solar collectors (certified model number 09-148269-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2009-08-17,09 153191,Small Residential Projects,M4K,0,Closed, ,BROADVIEW,511,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"511 BROADVIEW AVE   Toronto, Canada","511, Broadview Avenue, Riverdale, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2B5, Canada",43.6704467,-79.3535272
7392,2009-08-08,,Permit for installation of 2 solar collectors on the roof of the existing detached dwelling (certified model (08-148271) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2009-08-12,09 155040,Small Residential Projects,M6C,0,Inspection, ,HUMEWOOD,8,DR,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"8 HUMEWOOD DR   Toronto, Canada","8, Humewood Drive, Hillcrest Village, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6C 1B1, Canada",43.68241616,-79.42663031
7393,2009-08-20,2010-05-21,"Permit for installation of 2 solar collectors on roof of existing detached dwelling  (certified model 08-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.
",2009-09-21,09 160244,Small Residential Projects,M4E,0,Closed, ,KIMBERLEY,24,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"24 KIMBERLEY AVE   Toronto, Canada","24, Kimberley Avenue, Danforth Station, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4E 2Z5, Canada",43.68188252,-79.2978826
7394,2009-08-31,,Permit for installation of 2 solar collectors on roof of existing detached dwelling  (certified model 08-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2009-09-22,09 163859,Small Residential Projects,M4W,0,Work Not Started, ,EDGEWOOD,14,CRES,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"14 EDGEWOOD CRES   Toronto, Canada","14, Edgewood Crescent, Moore Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4T 1C9, Canada",43.68746029,-79.3733397
7395,2009-08-31,2010-08-16,Permit for installation of 2 solar collectors on roof of existing detached dwelling  (certified model 09186269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2009-12-03,09 163896,Small Residential Projects,M4L,0,Closed, ,HASTINGS,15,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"15 HASTINGS AVE   Toronto, Canada","15, Hastings Avenue, East End, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 1C2, Canada",43.66409813,-79.32911062
7396,2009-08-31,,Permit for installation of 2 solar collectors on roof of existing detached dwelling  (certified model 08-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.existing SFD-detached dwelling.,2009-09-22,09 163937,Small Residential Projects,M2N,0,Permit Issued, ,PARKVIEW,373,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"373 PARKVIEW AVE   Toronto, Canada","373, Parkview Avenue, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 3Y2, Canada",43.775397,-79.3929085
7397,2009-08-31,,"Permit for installation of 2 solar collectors on roof of existing detached dwelling  (certified model 08-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. (2 solar collectors, 1 60 gallon tank and energy pack)",2009-09-22,09 163962,Small Residential Projects,M3B,0,Permit Issued, ,GREENGATE,39,RD,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"39 GREENGATE RD   Toronto, Canada","39, Greengate Road, Don Valley West, North York, Toronto, Golden Horseshoe, Ontario, M3B 1H4, Canada",43.74037973,-79.3640992
7398,2009-09-09,2012-07-23,"Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.
",2009-09-22,09 166795,Small Residential Projects,M4L,0,Closed, ,GLENMORE,132,RD,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"132 GLENMORE RD   Toronto, Canada","132, Glenmore Road, Danforth Village, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 2C2, Canada",43.67962846,-79.31170266
7399,2009-09-09,,Permit for installation of 2 solar collectors on rear south facing portion of building (certified model 08-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system.,2009-09-22,09 166819,Small Residential Projects,M4K,0,Permit Issued, ,FULTON,145,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"145 FULTON AVE   Toronto, Canada","145, Fulton Avenue, Broadview North, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 2X5, Canada",43.68297254,-79.3516132
7400,2009-09-09,2014-10-28,Permit for installation of 2 solar collectors on roof of south elevation of existing dwelling (certified model 08-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable hot water system.,2009-09-22,09 166933,Small Residential Projects,M2M,0,Closed, ,GOULDING,143,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"143 GOULDING AVE   Toronto, Canada","143, Goulding Avenue, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2R 2R1, Canada",43.7892411,-79.4308457
7401,2009-09-09,,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-09-22,09 166946,Small Residential Projects,M6S,0,Permit Issued, ,LAVINIA,65,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"65 LAVINIA AVE   Toronto, Canada","65, Lavinia Avenue, Bloor West Village, Swansea, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6S, Canada",43.64669685,-79.4776272
7402,2009-10-02,2010-01-29,Permit for installation of a solar hot water heating system and connection to potable water heating system (per Certified Plan 09-181272),2009-10-27,09 175330,Small Residential Projects,M4L,0,Closed, ,HIAWATHA,94,RD,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"94 HIAWATHA RD   Toronto, Canada","94, Hiawatha Road, Gerrard India Bazaar, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 2Y1, Canada",43.67085476,-79.32252488
7403,2009-10-23,,Permit for installation of solar collector system (greensaver) (certified model number 09-148271-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-05,09 181911,Small Residential Projects,M6H,0,Inspection, ,HAVELOCK,261,ST,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"261 HAVELOCK ST   Toronto, Canada","261, Havelock Street, Dufferin Grove, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1M3, Canada",43.65990253,-79.43206807
7404,2009-10-27,,Permit for installation of solar collector system (greensaver) (certified model number 09-148271-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-05,09 182935,Small Residential Projects,M6H,0,Permit Issued, ,ASHBURNHAM,60,RD,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"60 ASHBURNHAM RD   Toronto, Canada","60, Ashburnham Road, Corso Italia, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 2H6, Canada",43.6733972,-79.4441432
7405,2009-10-27,,Permit for installation of solar collector system (greensaver) (certified model number 09-148271-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-05,09 182940,Small Residential Projects,M6G,0,Permit Issued, ,YARMOUTH,63,RD,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"63 YARMOUTH RD   Toronto, Canada","63, Yarmouth Road, Christie Pits, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 3N1, Canada",43.66972413,-79.42185459
7406,2009-10-27,2010-05-26,Permit for installation of solar collector system (greensaver) (certified model number 09-148271-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-05,09 182944,Small Residential Projects,M6B,0,Closed, ,ELM RIDGE,52,DR,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"52 ELM RIDGE DR   Toronto, Canada","52, Elm Ridge Drive, Glen Park, Eglinton—Lawrence, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6C 2J6, Canada",43.70471035,-79.43084571
7407,2009-10-27,,Permit for installation of solar collector system (greensaver) (certified model number 09-148271-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-06,09 182954,Small Residential Projects,M8X,0,Permit Issued, ,GOVERNMENT,43,RD,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"43 GOVERNMENT RD   Toronto, Canada","43, Government Road, Lambton Mills, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8X 2M6, Canada",43.6596679,-79.5068164
7408,2009-10-27,,Permit for installation of solar collector system (greensaver) (certified model number 09-148271-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-06,09 182959,Small Residential Projects,M8X,0,Permit Issued, ,GOVERNMENT,41,RD,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"41 GOVERNMENT RD   Toronto, Canada","41, Government Road, Lambton Mills, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8X 2M6, Canada",43.65969087,-79.50671005
7409,2009-10-27,2010-05-13,Permit for installation of solar collector system (Nova Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-10-29,09 182964,Small Residential Projects,M4M,0,Closed, ,BLACKBURN,27,ST,SFD - Townhouse,Solar Water Heater,,,Solar Domestic Hot Water (Res),"27 BLACKBURN ST   Toronto, Canada","27, Blackburn Street, Riverdale, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2B3, Canada",43.66412459,-79.35458209
7410,2009-11-03,2010-03-24,Permit for installation of solar collector system (Nova Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-04,09 184942,Small Residential Projects,M4K,0,Closed, ,HAMPTON,42,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"42 HAMPTON AVE   Toronto, Canada","42, Hampton Avenue, Greektown, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 1P1, Canada",43.67313956,-79.35125825
7411,2009-11-03,2011-03-16,"Permit for installation of solar collector system (Boss Solar) (certified model number 09-148268-01-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.

",2009-12-03,09 184957,Small Residential Projects,M4J,0,Closed, ,CHATHAM,136,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"136 CHATHAM AVE   Toronto, Canada","136, Chatham Avenue, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 1K8, Canada",43.67996385,-79.33530533
7412,2009-11-04,2010-09-21,Permit for installation of solar collector system (Nova Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-04,09 185472,Small Residential Projects,M4K,0,Closed, ,LOGAN,589,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"589 LOGAN AVE   Toronto, Canada","589, Logan Avenue, Greektown, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 1E8, Canada",43.66988921,-79.34615447
7413,2009-11-04,2010-05-06,Permit for installation of solar collector system (Boss Solar) (certified model number 09-148268-01-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-12-03,09 185482,Small Residential Projects,M4M,0,Closed, ,WINNIFRED,77,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"77 WINNIFRED AVE   Toronto, Canada",,,
7414,2009-11-09,,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-12,09 186576,Small Residential Projects,M4P,0,Permit Issued, ,BROADWAY,247,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"247 BROADWAY AVE   Toronto, Canada","247, Broadway Avenue, Davisville, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4P 2L5, Canada",43.71179627,-79.38715159
7415,2009-11-09,2010-10-06,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-12,09 186794,Small Residential Projects,M4E,0,Closed, ,BALSAM,25,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"25 BALSAM AVE   Toronto, Canada","25, Balsam Avenue, The Beaches, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4E 1E6, Canada",43.67046094,-79.28909155
7416,2009-11-10,,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-13,09 186847,Small Residential Projects,M2J,0,Permit Issued, ,SANDBOURNE,26,CRES,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"26 SANDBOURNE CRES   Toronto, Canada","26, Sandbourne Crescent, The Peanut, North York, Toronto, Golden Horseshoe, Ontario, M2J 2W6, Canada",43.78924707,-79.34675103
7417,2009-11-10,2010-09-30,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-13,09 186869,Small Residential Projects,M1M,0,Closed, ,THATCHER,57,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"57 THATCHER AVE   Toronto, Canada","57, Thatcher Avenue, Cliffcrest, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1M 3X4, Canada",43.71793959,-79.23932455
7418,2009-11-10,2011-03-23,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-12,09 186870,Small Residential Projects,M4L,0,Closed, ,ASHDALE,61,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"61 ASHDALE AVE   Toronto, Canada","61, Ashdale Avenue, Tiny Town, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 1Z6, Canada",43.66740654,-79.31965941
7419,2009-11-10,2012-03-20,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-12,09 186899,Small Residential Projects,M4J,0,Closed, ,TORRENS,266,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"266 TORRENS AVE   Toronto, Canada","266, Torrens Avenue, Pape Village, East York, Toronto, Golden Horseshoe, Ontario, M4K 2T3, Canada",43.69272071,-79.34298335
7420,2009-11-10,2010-08-10,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-13,09 186926,Small Residential Projects,M8W,0,Closed, ,PARK,1,BLVD,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"1 PARK BLVD   Toronto, Canada","1, Park Boulevard, Long Branch, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8W 3G7, Canada",43.5909267,-79.5290837
7421,2009-11-10,2010-04-09,Permit for installation of solar collector system (Nova Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-12,09 186948,Small Residential Projects,M4K,0,Closed, ,FULTON,173,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"173 FULTON AVE   Toronto, Canada","173, Fulton Avenue, Greektown, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 3T6, Canada",43.68319452,-79.35038461
7422,2009-11-13,,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-181272) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-17,09 187866,Small Residential Projects,M4C,0,Inspection, ,GLEDHILL,152,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"152 GLEDHILL AVE   Toronto, Canada","152, Gledhill Avenue, Woodbine Heights, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 4L2, Canada",43.69138542,-79.31072478
7423,2009-11-13,2010-02-02,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-181272 ) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-17,09 187879,Small Residential Projects,M4M,0,Closed, ,LOGAN,227,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"227 LOGAN AVE   Toronto, Canada","227, Logan Avenue, Toronto—Danforth, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1J3, Canada",43.65970426,-79.34196242
7424,2009-11-17,2010-11-10,Permit for installation of solar collector system (Boss Solar) (certified model number 09-148268-01-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-12-03,09 188478,Small Residential Projects,M4L,0,Closed, ,KENILWORTH,32,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"32 KENILWORTH AVE   Toronto, Canada","32, Kenilworth Avenue, The Beaches, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 1H6, Canada",43.66699437,-79.30091743
7425,2009-11-17,2010-09-22,Permit for installation of solar collector system (Boss Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-18,09 188485,Small Residential Projects,M4M,0,Closed, ,HAMILTON,118,ST,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"118 HAMILTON ST   Toronto, Canada","118, Hamilton Street, Riverdale, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2E9, Canada",43.66164401,-79.35210756
7426,2009-11-17,2010-04-20,Permit for installation of solar collector system (Boss Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-18,09 188492,Small Residential Projects,M4J,0,Closed, ,EATON,71,AVE,Converted House,Solar Water Heater,,,Solar Domestic Hot Water (Res),"71 EATON AVE   Toronto, Canada","71, Eaton Avenue, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 3S6, Canada",43.68146027,-79.34375304
7427,2009-11-20,2010-04-16,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-24,09 189880,Small Residential Projects,M4B,0,Closed, ,MEIGHEN,98,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"98 MEIGHEN AVE   Toronto, Canada","98, Meighen Avenue, Clairlea, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4B 2E6, Canada",43.7032305,-79.29587879
7428,2009-11-20,2010-03-11,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-24,09 189922,Small Residential Projects,M4C,0,Closed, ,BALFOUR,5,AVE,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"5 BALFOUR AVE   Toronto, Canada","5, Balfour Avenue, Danforth East, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4C 1T4, Canada",43.6902269,-79.30113
7429,2009-11-20,2010-09-22,Permit for installation of 2 solar collectors on south face of roof of the existing single family detached dwelling (Certified model 09-148269 CE) for solar hot water heating system. Refer to related plumbing application for connection to potable water heating system. ,2009-11-24,09 189926,Small Residential Projects,M4J,0,Closed, ,ALDWYCH,83,AVE,SFD - Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"83 ALDWYCH AVE   Toronto, Canada","83, Aldwych Avenue, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4K 3T6, Canada",43.6841983,-79.3430205
7430,2009-11-23,2010-05-20,Permit for installation of 2 solar collector system (Nova Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-24,09 190482,Small Residential Projects,M4M,0,Closed, ,WARDELL,36 1/2,ST,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"36 1/2 WARDELL ST   Toronto, Canada","36, Wardell Street, Riverdale, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2M6, Canada",43.66205176,-79.34611683
7431,2009-11-23,2010-05-20,Permit for installation of 2 solar collector system (Nova Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-24,09 190493,Small Residential Projects,M4M,0,Closed, ,WARDELL,38,ST,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"38 WARDELL ST   Toronto, Canada",,,
7432,2009-11-23,2010-04-09,Permit for installation of 2 solar collector system (Nova Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-24,09 190510,Small Residential Projects,M4L,0,Closed, ,WOODFIELD,360,RD,SFD - Semi-Detached,Solar Water Heater,,,Solar Domestic Hot Water (Res),"360 WOODFIELD RD   Toronto, Canada","360, Woodfield Road, Gerrard India Bazaar, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 2Y1, Canada",43.67379528,-79.32490442
7433,2009-11-25,2010-04-29,Permit for installation of 2 solar collector system (Nova Solar) (certified model number 09-148268-CE) on roof of existing dwelling for solar hot water heating system. Refer to related plumbing application for connection to potable water.,2009-11-26,09 191419,Small Residential Projects,M4J,0,Closed, ,FRIZZELL,95,AVE,SFD - Townhouse,Solar Water Heater,,,Solar Domestic Hot Water (Res),"95 FRIZZELL AVE   Toronto, Canada","95, Frizzell Avenue, Greektown, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 3C9, Canada",43.6747307,-79.34087666
